ResponseID,IPAddress,Status,StartDate,EndDate,Finished,MTurkCode,workerId,site,hitId,assignmentId,condition,trait,consent,attn_check_1_1,attn_check_1_2,attn_check_1_3,attn_check_1_4,attn_check_1_5,attn_check_1_6,attn_check_1_7,RFQ_M_1,RFQ_M_2,RFQ_M_3,RFQ_M_4,RFQ_M_5,RFQ_M_6,RFQ_M_7,RFQ_M_8,RFQ_M_9,RFQ_M_10,RFQ_M_11,RFQ_M_12,RFQ_M_13,RFQ_M_14,RFQ_M_15,site_choice,multitab_faq,profile_num,profile_interest_num,attn_check_2,attn_check_3,engage_1,engage_2,engage_3,engage_4,ease_1,ease_2,ease_3,ease_4,ease_5,success_1,success_2,success_3,success_4,success_5,success_6,partner_1,partner_2,partner_3,partner_4,partner_5,partner_6,partner_7,suc_1,suc_2,suc_3,suc_4,suc_5,suc_6,suc_7,suc_8,suc_9,suc_10,panas_1,panas_2,panas_3,panas_4,panas_5,panas_6,panas_7,panas_8,panas_9,panas_10,panas_11,panas_12,panas_13,panas_14,panas_15,panas_16,panas_17,panas_18,panas_19,panas_20,age,gender,gender-TEXT,ethnicity_1,ethnicity_2,ethnicity_3,ethnicity_4,ethnicity_5,ethnicity_6,ethnicity_7,ethnicity_8,ethnicity_9,ethnicity_10,ethnicity_11,education,activity_1,activity_2,activity_3,activity_4,activity_5,activity_6,activity_7,activity_8,mc_compliance,mc_strategy,mc_strategy_use,trait-trait 1,trait-trait 2,trait-trait 3,careful_response,honest_response,debrief_concerns,debriefing,prevention,promotion,engage,ease,fit_success,fit_partner,ods,activity_distraction,pos_af,neg_af,duplicate,attn_check_1,attn_check,manip_check,exclusion
R_3KW2xauDETGX1YS,1be24688,0,2019-02-05T10:51:15Z,2019-02-05T11:12:21Z,1,36977508,62d04415,"Bumble, OkCupid, eHarmony, Match.com/ca, Tinder",3A9LA2FRWSFIOXQZLFPX3UJPMARHXP,3Q5C1WP23M214NJ53M8I787MT4951N,undesirable_compile,undesirable,1,NA,NA,NA,NA,NA,NA,NA,2,4,4,7,7,7,4,5,7,5,6,7,5,7,6,okc,NA,30,2,2,10,5,7,4,2,7,1,7,1,7,7,7,8,8,8,8,5,4,5,5,5,5,3,15,15,12,15,15,15,12,15,15,12,4,1,4,1,4,1,1,1,4,4,1,4,1,4,1,4,4,1,4,1,43,female,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,1,compliant,undesirable_compile,1,smoking,homebody,fat,1,1,NA,1,5,6,5.333333333333333,7,4.666666666666667,4.833333333333333,5.3,0,4,1,nonduplicated,0,pass,pass,eligible
R_3J4WYhSRrHot0gt,f342efb0,0,2019-02-05T10:27:30Z,2019-02-05T11:17:16Z,1,87720490,f717ba97,Plenty of Fish,3MVY4USGB6OAOBFKXN1V4Y3C784SIL,34Q075JO1XE29GX46G26QDBVCWX01W,desirable_eliminate,desirable,1,NA,NA,NA,NA,NA,NA,NA,2,1,1,7,7,7,2,6,7,7,7,7,7,7,7,pof,1,52,13,2,10,1,1,1,4,1,5,5,6,1,4,4,6,5,5,4,7,7,7,7,7,7,7,12,12,11,11,12,11,17,14,11,14,4,1,5,1,5,2,1,1,5,5,1,5,1,5,1,5,5,4,5,1,25,female,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,noncompliant,undesirable_compile,3,very tall,lives near me,shares interest,1,1,NA,1,3.857142857142857,6.875,1,2,1.6666666666666667,7,2.5,1,4.9,1.4,nonduplicated,0,pass,fail,eligible
R_24qpEDtlEBsI0ZA,06a117f9,0,2019-02-05T10:48:29Z,2019-02-05T11:18:53Z,1,91613759,a742a96b,"OkCupid, eHarmony, Match.com/ca, Plenty of Fish, Tinder",30U1YOGZGAXTG0ZY590KD1NZF3WSDJ,3E1QT0TDFPAVRBY59R0RBRYZCWG8IF,desirable_eliminate,desirable,1,NA,NA,NA,NA,NA,NA,NA,5,6,5,6,6,5,5,6,6,5,6,3,5,6,6,pof,NA,25,3,2,10,7,6,6,7,7,1,7,1,2,8,8,8,8,8,8,6,6,6,6,7,6,5,14,14,15,13,15,14,15,14,14,13,4,1,3,1,3,1,1,1,3,3,1,3,1,3,1,3,3,1,3,1,27,female,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,1,compliant,desirable_eliminate,2,"looks, smile, happy","occupation related, goals","looking for love, commitment",1,1,This was really helpful and made me think a lot. Thank you and good luck with the study.,1,5.428571428571429,5.375,6.333333333333333,7,5,6.166666666666667,3.9,0,3.1,1,nonduplicated,0,pass,pass,eligible
R_3gNMlXYV7kyWGom,4418b054,0,2019-02-05T11:06:01Z,2019-02-05T11:28:19Z,1,74869611,8edeab22,"eHarmony, Match.com/ca, Tinder, Zoosk",3GV1I4SEO9Q7REPTBDV5V9ZC6N1L66,3AMW0RGHOD38B48DSOFU2LP6N5LNP5,undesirable_compile,undesirable,1,NA,NA,NA,NA,NA,NA,NA,5,7,4,6,5,5,4,7,7,6,6,7,5,5,6,pof,NA,20,4,2,10,5,5,5,4,6,3,5,2,6,7,10,9,10,8,8,6,6,6,5,7,6,5,15,17,13,16,15,16,12,16,15,12,5,1,4,4,5,5,3,4,5,2,1,2,1,3,1,4,5,2,4,1,40,female,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,1,compliant,desirable_eliminate,2,dark hair,handsome,tall,1,1,none,1,5.142857142857143,6.125,5,5.666666666666667,5.666666666666667,6,5.7,0,3.9,2.3,nonduplicated,0,pass,fail,eligible
R_3R31wMO6tLCbYT4,d967fcfc,0,2019-02-05T10:31:21Z,2019-02-05T11:28:38Z,1,44071643,13ce8183,Plenty of Fish,30U1YOGZGAXTG0ZY590KD1NZF3WSDJ,36V4Q8R5ZK1NTYOSG0FJPBQGNBRQMT,undesirable_compile,undesirable,1,NA,NA,NA,NA,NA,NA,NA,2,6,6,1,3,2,3,6,5,3,4,4,5,5,4,eharm,NA,12,1,2,10,2,4,3,2,4,4,4,2,4,5,5,5,5,8,5,4,4,3,3,5,5,3,12,11,15,11,12,12,16,13,12,12,2,3,2,4,1,1,2,1,1,2,2,4,1,2,4,2,4,3,2,3,60,female,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,1,compliant,desirable_compile,1,caring for others,similar interests,looking for a real relationship,1,1,"I chose to look at E-Harmony because they are suppose to match you up with people that you share a lot in common with. I indicated that my religion was important to me and that I am Jewish. Most of the men they matched me with were ones who were very strong Christians and listed following Jesus as being very important to them... I found that very disappointing, it completely ignored my religious preference. The main thing it seemed to focus on was picking people who match you with people that want the same sort of commitment to a relationship, same amount of romantic nature and same amount of cuddling etc.  /  / Because I didn't want to pay to join, they only allowed me to see 12 profiles and out of those, only one seemed to be anywhere near what I am looking for.",1,3.2857142857142856,4.5,3,4.666666666666667,2.5,4,2.4,0,2.2,2.4,nonduplicated,0,pass,fail,eligible
R_2qdvaVe62bGPFdU,1449d84b,0,2019-02-05T11:07:11Z,2019-02-05T11:29:10Z,1,78598628,7ef21cdc,"Coffee Meets Bagel, OkCupid, eHarmony",3PZDSVZ3J5IJ0RO042I5B3JNFRVN4P,3U0SRXB7CD6TNHOS5GJJ7GPLONWNRK,desirable_eliminate,desirable,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,7,7,7,7,7,7,7,7,eharm,NA,32,5,2,10,4,4,1,1,7,4,4,1,1,7,7,7,4,4,5,4,3,4,5,5,4,6,14,16,14,17,14,17,11,17,16,11,3,1,1,1,5,1,1,1,3,1,1,4,1,1,1,5,4,1,4,1,25,male,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,1,NA,NA,1,compliant,desirable_eliminate,2,Similar interests,Kind personality,% Match,1,1,NA,1,1,7,3,6,2.6666666666666665,4.166666666666667,5.9,1,3.1,1,nonduplicated,0,pass,pass,eligible
R_Z97xV9gTvI4o5kR,3211ebce,0,2019-02-05T10:53:40Z,2019-02-05T11:36:08Z,1,51159071,2ecda5fd,"eHarmony, Match.com/ca",3KLL7H3EGD2QK8L4L0OFF9M46ZJHVM,3IAS3U3I0FHAIOIAN0Z9FDHJV6A2B3,undesirable_compile,undesirable,1,NA,NA,NA,NA,NA,NA,NA,5,5,5,6,6,5,5,6,6,7,6,6,6,6,6,eharm,NA,27,7,2,10,6,6,7,6,7,1,7,1,6,8,8,9,9,9,9,6,6,6,6,7,7,5,15,14,14,14,15,16,12,15,15,14,4,1,5,1,4,1,1,1,4,5,1,5,1,4,2,4,5,1,4,1,51,female,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,1,compliant,undesirable_eliminate,1,a drinker daily,club seen,dancer,1,1,NA,1,5.285714285714286,6.125,6.333333333333333,7,5.666666666666667,6.333333333333333,4.8,1,4.4,1.1,nonduplicated,0,pass,fail,eligible
R_Y9pTcNikihmVadr,8f761a1e,0,2019-02-05T11:21:56Z,2019-02-05T11:51:14Z,1,21609609,afafaf98,Plenty of Fish,3A9LA2FRWSFIOXQZLFPX3UJPMARHXP,32Z9ZLUT1LLYG8A1AQ7281NKROJOHJ,desirable_eliminate,desirable,1,NA,NA,NA,NA,NA,NA,NA,3,3,4,5,4,5,4,5,4,4,4,4,5,5,4,pof,NA,20,8,2,10,5,4,2,3,4,7,2,4,3,5,6,6,5,6,6,4,6,6,4,6,6,7,13,15,14,13,13,14,15,13,13,15,3,1,3,2,3,2,3,1,3,2,3,4,2,4,4,2,3,3,3,1,52,male,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,4,NA,NA,NA,NA,1,NA,NA,1,compliant,desirable_eliminate,1,Facial Attractiveness,minus High Maintenance,Down to Earth look,1,1,10 minutes was not enough time to review the 20 selections. Drop the number to 10 and you've got something there.,1,4,4.375,3.6666666666666665,3,2.6666666666666665,5.333333333333333,3.4,1,3,2.2,nonduplicated,0,pass,pass,eligible
R_3hu2Bd8OGq1Mmnu,04e778b9,0,2019-02-05T11:24:56Z,2019-02-05T11:53:04Z,1,18746642,a53f34b1,"Badoo, Bumble, OkCupid, eHarmony, Grindr, Tinder",30U1YOGZGAXTG0ZY590KD1NZF3WSDJ,3B2X28YI3WGY0P1BA2BC5QYVBB9B6Q,desirable_eliminate,desirable,1,NA,NA,NA,NA,NA,NA,NA,3,3,4,2,3,2,5,5,3,6,3,4,4,4,2,okc,NA,20,1,6,8,6,4,5,4,4,4,2,7,5,6,8,8,8,9,9,2,4,1,1,6,4,3,15,17,16,16,14,13,13,16,12,17,4,2,4,5,5,4,4,4,4,3,2,4,4,4,3,3,3,3,2,3,23,male,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,1,compliant,desirable_eliminate,1,NA,NA,NA,1,1,NA,1,3.142857142857143,3.875,5,3,5,3,4.1,0,3.6,3.4,nonduplicated,0,fail,pass,ineligible
R_2bPpmxd36quVq77,7fd4357b,0,2019-02-05T11:40:36Z,2019-02-05T11:57:48Z,1,51621451,8b87b7ea,Plenty of Fish,3A9LA2FRWSFIOXQZLFPX3UJPMARHXP,3WMOAN2SRBYLGO59E0OT8DEO9THNVL,desirable_eliminate,desirable,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,7,6,2,1,7,7,6,6,7,7,6,6,pof,NA,25,4,2,10,7,7,7,7,7,1,7,1,1,10,10,10,10,10,10,7,7,7,7,7,7,7,17,17,11,16,17,17,11,17,17,11,5,1,4,1,5,1,1,1,5,5,1,5,1,4,1,5,5,1,4,1,31,male,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,1,compliant,desirable_eliminate,1,Their face complexion,Their body,Their open mindness.,1,1,none,1,2.7142857142857144,6.5,7,7,7,7,6.9,0,4.7,1,nonduplicated,0,pass,pass,eligible
R_25vzEcMdv2jXJaC,86d6bd0a,0,2019-02-05T11:27:11Z,2019-02-05T11:59:58Z,1,35525512,eff58c75,"OkCupid, Plenty of Fish, Tinder, Zoosk",37SOB9Z0SSY8UV2BSBX7O6NSWWZL30,3UOUJI6MTDFQF3UDBG1XAT33X0TXU1,undesirable_compile,undesirable,1,NA,NA,NA,NA,NA,NA,NA,4,2,3,5,5,2,3,5,7,5,6,6,6,6,6,okc,NA,7,3,2,10,6,7,5,5,6,2,6,2,2,7,7,6,6,8,7,5,6,5,5,6,6,6,13,12,15,11,14,13,16,15,12,16,4,1,2,1,3,1,1,1,2,3,1,4,1,3,1,4,4,1,3,1,32,male,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,1,compliant,undesirable_compile,1,physically unfit,"rude, standoffish introduction of themselves",over-the-top weirdness for no reason,1,1,I haven't logged into OkCupid in a while and wow... still barely anybody around here on that site.,1,3.4285714285714284,5.875,6,6,3.8333333333333335,5.5,2.7,0,3.2,1,nonduplicated,0,pass,pass,eligible
R_1pXcz3f7KSXDxAu,bb515e0f,0,2019-02-05T12:11:49Z,2019-02-05T12:28:01Z,1,24392464,ec8e31fc,Plenty of Fish,3GV1I4SEO9Q7REPTBDV5V9ZC6N1L66,3OLQQLKKNSQ8VNS24C7RF29L0EIEJB,desirable_eliminate,desirable,1,NA,NA,NA,NA,NA,NA,NA,6,6,5,6,4,3,6,5,4,5,4,6,6,5,5,pof,NA,20,0,2,10,6,7,6,6,7,2,5,2,3,8,7,7,8,9,8,3,2,2,2,3,2,1,14,15,12,14,15,15,12,14,15,12,3,1,3,1,2,1,1,1,4,3,1,2,1,3,1,4,1,1,2,1,32,male,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,1,compliant,desirable_eliminate,1,intelligent,witty,funny,1,1,N/A,1,5.142857142857143,5,6.333333333333333,6.333333333333333,4.833333333333333,2.3333333333333335,5,0,2.7,1,nonduplicated,0,pass,pass,eligible
R_1OV1o4FespsmVk2,9964ad55,0,2019-02-05T12:13:59Z,2019-02-05T12:32:47Z,1,1560479,ba6a11f4,Plenty of Fish,3PZDSVZ3J5IJ0RO042I5B3JNFRVN4P,3S06PH7KSR5W80YYISQ15KVE6M4D12,desirable_eliminate,desirable,1,NA,NA,NA,NA,NA,NA,NA,6,6,7,6,6,5,5,6,6,7,6,5,6,5,6,pof,NA,12,2,2,10,7,7,7,6,7,2,7,2,7,8,8,8,8,7,8,6,6,5,6,6,7,5,15,15,14,14,15,14,14,16,13,15,4,2,4,2,4,1,1,1,4,3,1,4,1,3,4,4,4,3,4,2,45,female,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1,NA,NA,1,compliant,desirable_compile,2,hard working,smoker,social,1,1,NA,1,5.857142857142857,5.875,7,6.333333333333333,4.833333333333333,6,4.3,1,3.8,1.8,nonduplicated,0,pass,fail,eligible
R_VVWmBGPIwBGzbhL,e2d3e7f0,0,2019-02-05T12:18:02Z,2019-02-05T12:38:43Z,1,13218824,bbfcfd98,"OkCupid, Plenty of Fish, Tinder",3PZDSVZ3J5IJ0RO042I5B3JNFRVN4P,31T4R4OBOSH0EU7M7CCZMO49O8O7CP,desirable_eliminate,desirable,1,NA,NA,NA,NA,NA,NA,NA,3,2,3,4,6,1,3,5,7,6,5,7,6,6,5,okc,NA,20,4,2,10,5,6,7,7,5,1,6,2,1,7,7,8,7,8,8,7,7,7,4,7,6,4,15,16,11,14,16,14,11,12,15,11,4,1,3,1,2,1,1,1,4,1,1,5,1,2,1,3,5,1,3,1,27,female,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,central american,5,NA,NA,NA,NA,NA,NA,NA,1,compliant,desirable_eliminate,1,likes to go out and on adventures,non-religious,likes nature and animals,1,1,none,1,3.142857142857143,5.875,6,6,4.5,6.333333333333333,5.3,0,3.2,1,nonduplicated,0,pass,pass,eligible
R_25zThrHg6HyenZn,9658a9b2,0,2019-02-05T12:14:31Z,2019-02-05T13:14:36Z,1,12048593,87beec6e,"OkCupid, Plenty of Fish, Zoosk",3A9LA2FRWSFIOXQZLFPX3UJPMARHXP,3907X2AHF06CMIJK65HAAXM8CBI2PJ,undesirable_compile,undesirable,1,NA,NA,NA,NA,NA,NA,NA,7,7,7,5,6,5,6,7,6,7,6,6,6,7,5,okc,NA,9,1,2,10,5,5,4,5,7,5,5,2,3,6,6,8,7,8,8,6,6,5,5,6,6,6,12,14,13,13,15,14,15,15,14,12,3,2,3,1,1,1,3,1,3,2,1,3,2,3,5,2,2,3,2,4,22,nonbinary,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,1,compliant,desirable_eliminate,2,messy,assertive,nocommital,1,1,None. It was kinda fun to rebrowse people's profiles,1,6.142857142857143,6.25,4.666666666666667,5.333333333333333,4.166666666666667,5.666666666666667,4.1,0,2.4,2.3,nonduplicated,0,pass,fail,eligible
R_31d3mMWdJuZrANU,5d3087e3,0,2019-02-05T13:15:30Z,2019-02-05T13:35:16Z,1,38120685,c896afe4,"Badoo, OkCupid",37SOB9Z0SSY8UV2BSBX7O6NSWWZL30,3ZGVPD4G6TI0KLF3CTZ82IXCMO1ZTU,undesirable_compile,undesirable,1,NA,NA,NA,NA,NA,NA,NA,3,3,7,7,7,7,7,7,7,5,6,7,5,5,7,okc,NA,3,1,2,10,5,5,5,6,6,2,5,2,6,8,8,8,7,8,8,7,7,7,7,7,7,7,12,12,16,12,13,14,16,13,12,16,4,1,4,1,5,1,1,1,5,4,1,5,1,5,1,5,5,1,5,1,41,male,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,1,compliant,desirable_compile,3,Eyes,Smile,Interests,1,1,No comment,1,5.857142857142857,6.125,5,6,4.833333333333333,7,2.4,0,4.7,1,nonduplicated,0,pass,fail,eligible
R_1FDGvKrrRA2DdKC,a5f663a7,0,2019-02-05T12:58:41Z,2019-02-05T13:37:37Z,1,8925226,9c22cc8a,"Badoo, Bumble, OkCupid, Tinder",3KLL7H3EGD2QK8L4L0OFF9M46ZJHVM,3J88R45B2GZDNYMHUU230NG4PL9PX9,desirable_eliminate,desirable,1,NA,NA,NA,NA,NA,NA,NA,4,2,3,3,2,3,3,4,4,5,2,7,5,5,4,okc,1,10,10,2,10,7,7,4,4,7,1,7,1,1,6,4,9,7,6,6,6,3,7,4,7,7,7,16,16,13,17,17,15,11,17,16,11,2,1,2,1,1,1,1,1,2,1,1,2,1,2,1,2,2,1,4,1,41,male,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,1,compliant,desirable_eliminate,1,looking for hookups,attractive,wrote more than a sentence,1,1,"It said browse for ten minutes so I did, then clicked next, then had to wait ten more minutes. /  / OKCupid over the past little while changed some policies and it doesn't work anymore. Up until recently it was a good site but lately it is just a platform for looking at pictures, because the messages you send are usually not received by the recipient. So it's not a good example of a useful dating app anymore.",1,2.857142857142857,4.5,6,7,3.3333333333333335,5.666666666666667,6.3,0,2,1,nonduplicated,0,pass,pass,eligible
R_1jVqLKlKuAAxjKE,b12e68ec,0,2019-02-05T14:01:16Z,2019-02-05T14:23:14Z,1,62605651,6a29ac68,"OkCupid, Match.com/ca, Plenty of Fish",3PZDSVZ3J5IJ0RO042I5B3JNFRVN4P,3TUI152ZZBOQX923NEWL5J2DP271QB,desirable_eliminate,desirable,1,NA,NA,NA,NA,NA,NA,NA,2,4,3,6,6,2,4,6,7,6,6,6,6,6,6,okc,NA,22,7,2,10,6,6,6,6,6,1,6,2,2,9,9,9,8,9,9,7,7,7,7,7,7,6,16,15,13,16,16,15,13,15,16,14,4,1,4,1,3,1,1,1,1,2,1,3,1,3,1,3,3,1,3,1,30,female,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,1,NA,NA,NA,NA,NA,NA,compliant,desirable_compile,1,Hobbies,Job Status,Eye color,1,1,It was a fun survey,1,3.857142857142857,6.125,6,6.333333333333333,5.833333333333333,7,5.3,1,2.9,1,nonduplicated,0,pass,fail,eligible
R_XzIIsC5IAwwCSbf,385a4856,0,2019-02-05T14:40:23Z,2019-02-05T14:55:14Z,1,88450512,87bcabbc,OkCupid,37SOB9Z0SSY8UV2BSBX7O6NSWWZL30,3N4BPTXIO8TKV3V6CXM8KZV11UWKUN,undesirable_compile,undesirable,1,NA,NA,NA,NA,NA,NA,NA,3,5,6,4,6,6,6,6,7,3,5,4,6,7,5,okc,NA,5,1,2,10,7,7,5,7,7,1,7,1,1,8,8,9,7,7,8,7,7,7,5,6,6,5,14,15,11,12,17,15,12,13,15,15,3,1,2,1,1,1,1,1,3,1,1,3,1,4,1,4,3,1,3,1,24,female,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,1,compliant,undesirable_compile,2,Smoking,Kids,Flashy,1,1,NA,1,5.142857142857143,5.375,6.333333333333333,7,4.833333333333333,6.333333333333333,4.7,0,2.7,1,nonduplicated,0,pass,pass,eligible
R_3edTE4XukGTD3DU,453ce835,0,2019-02-05T14:31:43Z,2019-02-05T14:59:15Z,1,21366837,7244609a,"Badoo, OkCupid, Match.com/ca, Plenty of Fish",3GV1I4SEO9Q7REPTBDV5V9ZC6N1L66,3AUQQEL7U5UIVSD2DUMVX1IB13U0VH,desirable_eliminate,desirable,1,NA,NA,NA,NA,NA,NA,NA,1,4,1,1,7,4,1,1,7,6,4,6,6,6,1,pof,NA,20,3,2,10,4,7,4,6,7,4,7,1,1,6,7,6,6,8,7,7,7,7,7,7,7,7,14,14,17,11,16,14,17,12,11,17,3,1,1,1,4,1,1,1,2,2,1,3,2,2,1,3,3,1,2,1,36,female,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Central American,2,NA,NA,NA,NA,NA,NA,NA,1,compliant,desirable_eliminate,1,Honest,Active,Funny,1,1,thanks!,1,2.7142857142857144,4.625,5,6,3.6666666666666665,7,2.5,0,2.5,1.1,nonduplicated,0,pass,pass,eligible
R_OcLpT8ICbNVGe1b,24c688a0,0,2019-02-05T14:33:46Z,2019-02-05T14:59:26Z,1,6984509,ad6f9278,Plenty of Fish,37SOB9Z0SSY8UV2BSBX7O6NSWWZL30,3X73LLYYQ1FGYNAP9B7PTCNF1HVNHQ,undesirable_compile,undesirable,1,NA,NA,NA,NA,NA,NA,NA,5,4,2,3,6,3,4,6,7,7,7,7,6,7,6,pof,NA,30,3,2,10,5,4,5,5,6,3,5,2,2,6,6,8,8,9,7,5,5,6,5,5,6,6,15,15,13,15,16,15,13,15,15,13,4,1,3,1,3,1,1,1,4,4,1,1,1,3,1,3,3,1,4,1,30,female,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,1,compliant,desirable_eliminate,1,Smoker,Drinker,No job,1,1,Thank you,1,3.857142857142857,6.625,4.666666666666667,5.666666666666667,4.333333333333333,5.333333333333333,5.1,0,3.2,1,nonduplicated,0,pass,fail,eligible
R_3PwewRo9MCFrpUW,a640a179,0,2019-02-05T14:38:13Z,2019-02-05T15:09:04Z,1,9572360,6c21044d,"Plenty of Fish, Tinder",3GV1I4SEO9Q7REPTBDV5V9ZC6N1L66,33JKGHPFYCV2Q1B008N2LHVBI3XMN1,desirable_eliminate,desirable,1,NA,NA,NA,NA,NA,NA,NA,4,5,1,7,6,7,6,5,6,7,5,3,6,5,5,pof,NA,20,3,2,10,7,7,7,6,6,1,7,6,6,8,9,9,9,9,9,6,7,6,7,7,6,6,15,15,12,16,16,15,12,15,16,12,5,1,5,1,5,1,1,1,5,5,1,5,1,5,1,5,5,5,5,1,24,male,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,1,compliant,desirable_eliminate,1,religion,looks,hobbies,1,1,NA,1,5.142857142857143,5.25,7,5,5.833333333333333,6.5,5.6,0,5,1.4,nonduplicated,0,pass,pass,eligible
R_3erUqDTPHCxqvAC,8e1b1d06,0,2019-02-05T15:14:16Z,2019-02-05T15:31:43Z,1,29232462,1c5f5e34,"Badoo, Bumble, Plenty of Fish, Tinder",30U1YOGZGAXTG0ZY590KD1NZF3WSDJ,3X4MXAO0BGPJABX6XHA63Z2CH2KRW5,undesirable_compile,undesirable,1,NA,NA,NA,1,NA,NA,NA,4,4,4,4,5,3,5,4,3,3,5,5,4,5,2,pof,NA,100,0,2,10,1,1,2,2,1,7,1,2,2,6,6,4,4,4,4,2,1,4,3,4,1,2,11,12,13,12,12,13,13,13,11,13,3,1,3,1,3,3,1,1,1,3,2,1,2,1,1,1,1,1,1,1,45,male,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,1,compliant,desirable_compile,1,physical,appearance,attitude,1,1,NA,1,4.142857142857143,3.875,1.3333333333333333,2.6666666666666665,1.6666666666666667,2.5,2.9,0,1.8,1.4,nonduplicated,1,fail,fail,ineligible
R_25RypiaiSUM9G3J,fcd2959b,0,2019-02-05T16:09:10Z,2019-02-05T16:24:50Z,1,32499348,b6ad57ce,Plenty of Fish,3MVY4USGB6OAOBFKXN1V4Y3C784SIL,3QXNC7EIPIWKYL0ZATHZ5JTEACN90O,desirable_eliminate,desirable,1,NA,NA,NA,NA,NA,NA,NA,3,4,5,5,4,5,4,6,6,3,6,7,6,6,6,pof,1,25,5,2,10,6,6,6,6,6,1,5,1,1,8,8,8,8,8,8,6,6,5,4,5,5,4,15,14,12,14,16,15,11,16,15,14,4,1,4,1,4,1,1,1,4,4,1,5,1,5,1,5,5,1,5,1,37,male,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,1,compliant,desirable_eliminate,1,fun,funny,kind,1,1,none,1,4.285714285714286,5.75,6,6.666666666666667,5,5.166666666666667,5.2,0,4.5,1,nonduplicated,0,pass,pass,eligible
R_1Gy0HeszvrYzdFl,693bf085,0,2019-02-05T18:29:31Z,2019-02-05T18:54:06Z,1,56957003,adfb8dd1,OkCupid,3A9LA2FRWSFIOXQZLFPX3UJPMARHXP,3LOZAJ85YDEHVRLBSWRR4A8BEFE2X4,undesirable_compile,undesirable,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,7,7,7,1,7,7,7,7,7,7,7,7,okc,NA,5,3,2,10,7,7,7,7,7,1,7,1,7,10,10,10,10,10,10,7,7,7,7,7,7,7,17,17,11,11,17,17,11,17,17,11,5,1,5,1,5,1,1,1,5,5,1,5,1,5,1,5,5,1,5,1,33,female,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,1,compliant,desirable_compile,1,honesty,respect,loyalty,1,1,NA,1,3.5714285714285716,7,7,7,7,7,6.4,0,5,1,nonduplicated,0,pass,fail,eligible
